U_AC_1_1,U_DC_1_1,Phase_1_1,U_AC_1_2,U_DC_1_2,Phase_1_2,U_AC_1_3,U_DC_1_3,Phase_1_3,U_AC_1_4,U_DC_1_4,Phase_1_4,U_AC_1_5,U_DC_1_5,Phase_1_5,U_AC_1_6,U_DC_1_6,Phase_1_6,U_AC_1_7,U_DC_1_7,Phase_1_7,U_AC_1_8,U_DC_1_8,Phase_1_8,U_AC_2_1,U_DC_2_1,Phase_2_1,U_AC_2_2,U_DC_2_2,Phase_2_2,U_AC_2_3,U_DC_2_3,Phase_2_3,U_AC_2_4,U_DC_2_4,Phase_2_4,U_AC_2_5,U_DC_2_5,Phase_2_5,U_AC_2_6,U_DC_2_6,Phase_2_6,U_AC_2_7,U_DC_2_7,Phase_2_7,U_AC_2_8,U_DC_2_8,Phase_2_8,U_AC_3_1,U_DC_3_1,Phase_3_1,U_AC_3_2,U_DC_3_2,Phase_3_2,U_AC_3_3,U_DC_3_3,Phase_3_3,U_AC_3_4,U_DC_3_4,Phase_3_4,U_AC_3_5,U_DC_3_5,Phase_3_5,U_AC_3_6,U_DC_3_6,Phase_3_6,U_AC_3_7,U_DC_3_7,Phase_3_7,U_AC_3_8,U_DC_3_8,Phase_3_8,U_AC_4_1,U_DC_4_1,Phase_4_1,U_AC_4_2,U_DC_4_2,Phase_4_2,U_AC_4_3,U_DC_4_3,Phase_4_3,U_AC_4_4,U_DC_4_4,Phase_4_4,U_AC_4_5,U_DC_4_5,Phase_4_5,U_AC_4_6,U_DC_4_6,Phase_4_6,U_AC_4_7,U_DC_4_7,Phase_4_7,U_AC_4_8,U_DC_4_8,Phase_4_8
1.01992405056101e-05,1.0301162679247731e-05,-0.3443536666427514,1.099865391327762e-05,1.1102225519249893e-05,-0.3334801867831941,1.077863557423424e-05,1.0868349848705956e-05,-0.3164292741074583,9.152436491231283e-06,9.218550187848984e-06,-0.3006697412703479,8.990696428540574e-06,9.049520624788436e-06,-0.2883469192562627,8.639916276004572e-06,8.692481830879241e-06,-0.2839315948197727,9.593773818620385e-06,9.649650749990485e-06,-0.2731966858670839,9.484383947715148e-06,9.537672414361435e-06,-0.271248925709517,1.5617040751360173e-06,1.5819092679065951e-06,-0.4400768122390495,1.701399680000226e-06,1.7222318303579865e-06,-0.4263686965676896,1.6323513547890266e-06,1.6502191882385156e-06,-0.4067004168575351,1.3211067251696707e-06,1.3337801160422423e-06,-0.3836619977679281,1.2584704845380904e-06,1.2694804704690286e-06,-0.3705423238456786,1.2301450032354567e-06,1.2399893073680852e-06,-0.3593934582279804,1.3718448823138656e-06,1.3822614019157277e-06,-0.3488606940592987,1.3368725105333702e-06,1.3467742298275717e-06,-0.3475275012621367,2.6183214381196457e-07,2.6603678916940735e-07,-0.5388894280103378,2.919218016448124e-07,2.9636183110056977e-07,-0.5180882947637869,2.694081723863909e-07,2.73006717818523e-07,-0.5003010653980581,2.039930602466999e-07,2.062575328829249e-07,-0.473611342274827,1.9676642669041678e-07,1.9885474055801797e-07,-0.44875303778177,1.789000133921372e-07,1.8069436962471446e-07,-0.4428801012907665,2.1175867581602333e-07,2.136793924942455e-07,-0.4298464327063712,2.099379159300877e-07,2.1177020139988458e-07,-0.4255091389303769,4.68794867350888e-08,4.775001016125456e-08,-0.6288601647394957,4.625140941894916e-08,4.7103592365168336e-08,-0.6255847897211761,4.2090574862004505e-08,4.285259412425749e-08,-0.5935558657317318,3.4942471561507826e-08,3.5460862601963953e-08,-0.549721719525945,3.212809598849219e-08,3.2531401947767155e-08,-0.5350247598763112,3.28108971529996e-08,3.3255179805244785e-08,-0.4990320825903472,3.3474718415968176e-08,3.3847821212628125e-08,-0.5097027827217264,3.4463160141649625e-08,3.4842209727935594e-08,-0.4948699214623934
1.290206707704542e-05,1.3045938035392296e-05,-0.355840013337973,1.336257023120184e-05,1.3503307017482734e-05,-0.3464326835880345,1.281402542734324e-05,1.2934857749244018e-05,-0.3306334016564994,1.1913967978903856e-05,1.2009377705622997e-05,-0.3083541956715289,1.141496983417388e-05,1.149796973866041e-05,-0.2988086424169372,1.1457057553776212e-05,1.1535940723251217e-05,-0.2890996449722366,1.1524966778107877e-05,1.1600824843861635e-05,-0.2855934455336152,1.1135886607670184e-05,1.1208133942597644e-05,-0.2820419908850641,2.078701483922348e-06,2.1094875013962824e-06,-0.4529517195124219,2.116478056107652e-06,2.1455417380095766e-06,-0.4480802141439081,2.0549756176283678e-06,2.0803302378797984e-06,-0.4234380125587256,1.806221424249926e-06,1.825020056426152e-06,-0.3990991544550408,1.7496494754140413e-06,1.7664152260529515e-06,-0.3805347735265798,1.7123533986717804e-06,1.72762395162357e-06,-0.3733333055640908,1.7495131393618517e-06,1.7645533772946605e-06,-0.3625634007837495,1.5913387238853018e-06,1.6048291709396694e-06,-0.3653977652145354,3.797065035120703e-07,3.865251787704539e-07,-0.5453653576675412,3.9243938722245874e-07,3.991394395222551e-07,-0.5353497472561453,3.370459640224139e-07,3.422986006697444e-07,-0.5242447026496078,2.8075207477339775e-07,2.8446700057736585e-07,-0.4910612901070053,2.850756278126187e-07,2.884055131657282e-07,-0.4701380235052446,2.697851578769821e-07,2.727759755980161e-07,-0.4568258236923713,2.774000562907704e-07,2.802726541118491e-07,-0.4502393430867347,2.5407342677934616e-07,2.565622689421559e-07,-0.4510905321517092,6.913489844174124e-08,7.054754887611703e-08,-0.6569059942922877,6.728565670050753e-08,6.863601046070338e-08,-0.6512190794756515,5.643456826077023e-08,5.752806621830477e-08,-0.6263786780845146,5.622990535300454e-08,5.7041735631182576e-08,-0.5728109199367165,4.939271468496663e-08,5.0086889121440614e-08,-0.55528997729263,5.297324644083991e-08,5.3731257083997166e-08,-0.515327915207022,5.5615206330578415e-08,5.6372985108665086e-08,-0.4986315272965803,4.41042302021989e-08,4.4680357106794164e-08,-0.5241232375685665
1.3041483128094488e-05,1.318571191088532e-05,-0.3549933755655806,1.3352260936540404e-05,1.3493592489426784e-05,-0.3468842696929362,1.2439715146286784e-05,1.255780493185362e-05,-0.3315534625785535,1.1530401650351914e-05,1.1622599566157584e-05,-0.309502129777876,1.0934313490960756e-05,1.1014118717135696e-05,-0.3000677180083661,1.0871616175104532e-05,1.094652728264756e-05,-0.2920387918066254,1.1137607710689566e-05,1.1210956969275371e-05,-0.2864279301070046,1.246187436764816e-05,1.2540491065803576e-05,-0.2790344413663831,2.141539867975347e-06,2.1730642704742484e-06,-0.4508835014228815,2.213505531049992e-06,2.2445239884168262e-06,-0.4406413681855131,1.9303519945719394e-06,1.9548841209778374e-06,-0.4262698584681301,1.7241196140889272e-06,1.7423856572041476e-06,-0.4009446621401017,1.6288503358913988e-06,1.6447122269986315e-06,-0.3835511818932792,1.6344127642508949e-06,1.6492155619751556e-06,-0.3718828395137508,1.6257995260908175e-06,1.64007246558405e-06,-0.3685673694245915,1.919005768436318e-06,1.9348222959079094e-06,-0.3553067458572554,3.8116837423620186e-07,3.881400830086114e-07,-0.5474634558916716,3.993175646481359e-07,4.061972417110924e-07,-0.5417299122456989,3.279441449096828e-07,3.332018180645822e-07,-0.5207614985558312,2.795337574333225e-07,2.830700251787787e-07,-0.4924432615867676,2.7159003389394e-07,2.748212200091377e-07,-0.4663110248896259,2.578522252585341e-07,2.609478070298661e-07,-0.4522593928139103,2.5960571472168546e-07,2.624085539029703e-07,-0.4485554732010348,3.15178129140636e-07,3.183093151683158e-07,-0.4377641158908416,7.028909980403499e-08,7.173273115299505e-08,-0.6536089122374001,6.976208780592842e-08,7.122948719727997e-08,-0.6424873578654476,5.4914798530522e-08,5.589565419222518e-08,-0.6318024578793688,5.226329374214101e-08,5.3105732661107687e-08,-0.5696823727748854,4.4048282740992266e-08,4.4708398130191816e-08,-0.5541467634438493,4.428549693539563e-08,4.484167615882771e-08,-0.5452952813275074,4.6481238957481664e-08,4.7076135653631924e-08,-0.525650470734717,4.7382294198050995e-08,4.7965976403215145e-08,-0.5287042064074601
1.1036433845665784e-05,1.1150276985549566e-05,-0.3463325732852688,1.172356381843306e-05,1.1836760517486728e-05,-0.3383392882565162,1.1180573439680489e-05,1.1277537708319172e-05,-0.3224950448355822,9.920839205285008e-06,9.993986143957762e-06,-0.3030993716489238,9.607443343238692e-06,9.67185397383733e-06,-0.2918697446695949,8.907143730450186e-06,8.964591428511978e-06,-0.28748924351475,9.623957667727631e-06,9.682553605543069e-06,-0.2789104271669039,9.962398800215216e-06,1.0020915360248e-05,-0.2744917759093719,1.735627977982894e-06,1.759192659391288e-06,-0.441274313833551,1.7985151175574537e-06,1.8213597178979016e-06,-0.4330203352514675,1.6548922657698003e-06,1.6737805971696518e-06,-0.4175089697603568,1.4176504454450255e-06,1.4312994129295657e-06,-0.3905225226828209,1.4037615482685046e-06,1.4161908617492338e-06,-0.3723794209850015,1.2647812142734135e-06,1.2752362720300224e-06,-0.3702475886802405,1.3661569762644396e-06,1.3769755035041907e-06,-0.3585563870216207,1.4360923542775345e-06,1.4470459364922626e-06,-0.3506097938662552,2.836470385914063e-07,2.885508267525603e-07,-0.5403027566269746,3.275956455444049e-07,3.328152887242684e-07,-0.5205238062027843,2.778930760011718e-07,2.8197423132959177e-07,-0.4971674419061893,2.1819598887415202e-07,2.2073213416071122e-07,-0.4858882610210783,2.1726564290085925e-07,2.195699288427105e-07,-0.4610627295299465,1.9790188247237504e-07,1.998810773262946e-07,-0.4491885920456867,2.0544026772991458e-07,2.0744980457151065e-07,-0.4407874365553715,2.193436005069391e-07,2.214272992327825e-07,-0.4292888678174378,4.914115495226816e-08,5.0062927421088536e-08,-0.6536502315330484,5.3965714278169646e-08,5.486535631356956e-08,-0.6370791045358583,4.8193304729838194e-08,4.8961397682100884e-08,-0.6090741082292408,3.6730956848741855e-08,3.7302085828539336e-08,-0.5585970475032753,3.7341737690048946e-08,3.779930807550088e-08,-0.5436255272516666,3.1385744636892376e-08,3.1786678858600613e-08,-0.5265540389712416,3.980481185241786e-08,4.025186572212485e-08,-0.5057342932722872,3.8280791135637126e-08,3.871219508623062e-08,-0.5009291730627535
1.861844006532713e-05,1.886279398887871e-05,-0.3712294370031168,1.8607617355176007e-05,1.884418631663949e-05,-0.364450571855847,1.6973491327132172e-05,1.716934923393205e-05,-0.3528801553257974,1.5896829230891016e-05,1.6049149324463722e-05,-0.3274990105576561,1.4923148223134408e-05,1.5054731512201596e-05,-0.3171496199784461,1.5819997515133044e-05,1.595001499302987e-05,-0.3071932806019213,1.6398178527794762e-05,1.6527477245449373e-05,-0.300192479720656,1.7224289040982707e-05,1.7354639851058256e-05,-0.2948616123347014,3.390270700166096e-06,3.4486928443199315e-06,-0.4716916870945205,3.2693220825405286e-06,3.32399043335062e-06,-0.4692763442996495,2.9047062271209658e-06,2.949003814637539e-06,-0.45183587475521,2.6878065741616967e-06,2.722147982366113e-06,-0.4185136543757071,2.482208631953895e-06,2.511300989218478e-06,-0.4043611823611402,2.55278716975291e-06,2.5802290082332497e-06,-0.3945381604332573,2.7162862688524517e-06,2.744558663675691e-06,-0.384694794472571,2.940246040159525e-06,2.9694669571470665e-06,-0.3759344771878861,6.541876310080939e-07,6.683552681646665e-07,-0.5758369097558288,6.287678532428868e-07,6.41420012042872e-07,-0.5815744481439638,5.275353290289096e-07,5.370987037847801e-07,-0.562280742012443,4.777494481101794e-07,4.850737644404241e-07,-0.5180800310016517,4.1825246373293683e-07,4.2429933290434316e-07,-0.4996564501550446,4.721826768953686e-07,4.783965014654916e-07,-0.4790770574481076,4.955530329669223e-07,5.017547992102873e-07,-0.4720930864406459,5.281971904974125e-07,5.345606198638273e-07,-0.4639786461990721,1.251852127914568e-07,1.283197229926525e-07,-0.6935241660145768,1.2412974684651868e-07,1.2736999035494918e-07,-0.6821796852892182,9.549349444854694e-08,9.751404118788469e-08,-0.6817330922952587,9.747837588548853e-08,9.924598012956256e-08,-0.6070585466057513,8.212075389826853e-08,8.359811157154759e-08,-0.5916513007588527,9.306488432690909e-08,9.45115904474697e-08,-0.5642756296746216,9.585859788746337e-08,9.734982943813636e-08,-0.5531657573158211,1.0053244687006161e-07,1.0201260238232121e-07,-0.546256393665024
1.74135454037708e-05,1.7637555457484655e-05,-0.3699691489554135,1.854410503918911e-05,1.8772923160465697e-05,-0.3593394034361442,1.853413936586436e-05,1.8734129360986333e-05,-0.3419110993420015,1.503115269245603e-05,1.5172025511007952e-05,-0.325502413379839,1.484645732955814e-05,1.497414554443635e-05,-0.3124357060772694,1.4176776361231506e-05,1.429173220853098e-05,-0.3068097533969641,1.506515951294697e-05,1.5181954177109945e-05,-0.299665823712479,1.625616201721499e-05,1.6376642461171167e-05,-0.2933219801713904,3.1448785906536835e-06,3.197934633620284e-06,-0.4717790385217018,3.275315394867414e-06,3.327883719410765e-06,-0.4644981002017692,3.267867278776429e-06,3.3146647703521096e-06,-0.4391014401817073,2.4796326741371407e-06,2.510952159795152e-06,-0.4159161460010473,2.408391998628251e-06,2.435313365701714e-06,-0.4033623661222093,2.283850816271981e-06,2.307743097642356e-06,-0.3968355222595757,2.4330926409515878e-06,2.457734394812202e-06,-0.3858990796274869,2.63021320114018e-06,2.6563572595805697e-06,-0.3764021832126906,5.962808012186018e-07,6.089997241812487e-07,-0.5743386031779872,6.110553939336705e-07,6.23186502399542e-07,-0.5690838807295311,6.005759932217044e-07,6.114567438674258e-07,-0.5406666887678203,4.3416396788516347e-07,4.408498052092973e-07,-0.5134540126965147,4.343610658533712e-07,4.4033113216570363e-07,-0.4896733526283491,4.0075920738918806e-07,4.060903418409382e-07,-0.4805305089384399,4.3742047818910005e-07,4.428521472896547e-07,-0.4671248795449708,4.54451350244151e-07,4.597397132912771e-07,-0.4699246387038359,1.1759670110888872e-07,1.203353012898611e-07,-0.6912151036716442,1.1662804367137013e-07,1.194232784732472e-07,-0.6875582828615482,1.2676195919779298e-07,1.2950749101708106e-07,-0.6286394030691854,8.576299489288782e-08,8.736708434973353e-08,-0.6028456181888309,7.884657790846682e-08,8.012473295035293e-08,-0.5904269511941296,7.576909766787304e-08,7.705271643648919e-08,-0.5602573064565153,8.186505771648494e-08,8.30818568422995e-08,-0.5541069868788869,8.781652706710621e-08,8.906583088024118e-08,-0.5462918436121496
1.3303334409165149e-05,1.3451449682337728e-05,-0.3543409542294825,1.4234912763537358e-05,1.4386774539629905e-05,-0.3445285906254865,1.294514176641882e-05,1.3068265226571489e-05,-0.3333347200872258,1.1344128159852683e-05,1.1436908173079982e-05,-0.3127153808208843,1.0546642069538925e-05,1.0626685408069923e-05,-0.3042781675483434,1.1118905156775427e-05,1.119568105361362e-05,-0.2933508562179646,1.141681851279576e-05,1.149292630189333e-05,-0.2878833030402221,1.157172736209134e-05,1.1646789846794138e-05,-0.2836265894135551,2.1821821513419305e-06,2.214376151981384e-06,-0.4538819963254743,2.288441164448452e-06,2.320368400997234e-06,-0.4466655820079445,2.085276337809228e-06,2.1116951247958117e-06,-0.4254327923144879,1.7195496165761194e-06,1.7382214637531313e-06,-0.4025140572292923,1.5584059738434125e-06,1.5740904063074954e-06,-0.3892720793456813,1.6695778421607903e-06,1.6848232733743009e-06,-0.3764410157286224,1.7004302859710542e-06,1.7154582642472198e-06,-0.3687893792841146,1.7587399739680825e-06,1.7738469349007305e-06,-0.3612656802327374,3.881717295321857e-07,3.955621109086876e-07,-0.548646553312937,3.986249817384517e-07,4.058799783132942e-07,-0.5456614638706804,3.63708927993538e-07,3.6958332112919866e-07,-0.5202317522625793,2.770252413915927e-07,2.807900176540316e-07,-0.4916954322252894,2.416840137420896e-07,2.4465064345338017e-07,-0.4813676866578731,2.717827250436771e-07,2.7479976173055854e-07,-0.4586982632822338,2.664940153009899e-07,2.69297107838808e-07,-0.4549721910350011,2.743528245191406e-07,2.7708145802773624e-07,-0.4530435190066315,7.345322983620215e-08,7.504146976216286e-08,-0.6564065108691451,7.651419065861226e-08,7.809007534523492e-08,-0.6427539242879802,5.875530892009469e-08,5.982387090481269e-08,-0.6404392591075636,5.103677228794388e-08,5.1897591366562525e-08,-0.5660770537932931,4.503911706702447e-08,4.5661467061693275e-08,-0.5623733043324577,4.51721561880835e-08,4.5793809009196046e-08,-0.5454751425555464,5.2174768055105794e-08,5.2836463052801886e-08,-0.522070137563465,5.026310191137703e-08,5.088611395550061e-08,-0.5224921307464192
1.499326625128035e-05,1.517072632858714e-05,-0.3599222668814386,1.5497248734695924e-05,1.567109437741464e-05,-0.3517028120933334,1.4654351868161263e-05,1.4802449055942552e-05,-0.3370385928946363,1.183247792176808e-05,1.1935653462882225e-05,-0.320970580717997,1.2679391366948132e-05,1.2779267221740694e-05,-0.3045599225593559,1.2195149369071268e-05,1.2285068266398946e-05,-0.2982603018299051,1.3251076230631109e-05,1.334323251852194e-05,-0.2895315757490956,1.344648900650981e-05,1.3538240150267665e-05,-0.2858371655579528,2.489263382235293e-06,2.5277870073994253e-06,-0.4612543347299972,2.601163421084152e-06,2.639182825654245e-06,-0.4556264785762238,2.377204638546336e-06,2.408684072115033e-06,-0.4314471321259231,1.8462384150656835e-06,1.8670609687306277e-06,-0.4127940860929309,1.980562105221772e-06,2.0006661675492047e-06,-0.3921344243181193,1.8495951297543123e-06,1.867595112858047e-06,-0.3836526234024032,2.0320453051170016e-06,2.0507073994242165e-06,-0.373169524905716,2.118790003429464e-06,2.137866619021701e-06,-0.3657136380556869,4.428863415864025e-07,4.514283988564254e-07,-0.5689475568227506,4.833711652633358e-07,4.924266253864136e-07,-0.551004830447499,4.316083378461814e-07,4.389076289626851e-07,-0.5273401881941905,3.174773191070594e-07,3.220683305891588e-07,-0.4970067188280156,3.579002022549237e-07,3.622626355829494e-07,-0.4716072458961463,3.114808432902181e-07,3.152882336802849e-07,-0.4656311537420279,3.474683721183772e-07,3.513609231722693e-07,-0.4565689030709611,3.459539890667899e-07,3.497141333420268e-07,-0.4534312316377689,8.233352305740557e-08,8.42355975372623e-08,-0.6787732497231361,8.920940429653693e-08,9.10589345469144e-08,-0.6673591583978962,7.958092021901816e-08,8.111166428440144e-08,-0.6294903906982527,5.993317863302582e-08,6.10160508790282e-08,-0.5793666952792176,6.490834442759571e-08,6.58997574749628e-08,-0.5558245991510256,5.7382604843121876e-08,5.821682531981795e-08,-0.5481849704419682,6.153461760037755e-08,6.233745311298317e-08,-0.5357778386105208,6.553314090474396e-08,6.643055385300053e-08,-0.5166600920997042
1.093084973452054e-05,1.1043022598929598e-05,-0.3434988411945315,1.1315013920949348e-05,1.1424945535516031e-05,-0.3365237197333346,1.1092418958757848e-05,1.118787539528714e-05,-0.320788311161965,9.576430635379116e-06,9.647084180343708e-06,-0.3024660341040605,9.298753341577813e-06,9.361433371486587e-06,-0.2919531267393899,8.690071433471405e-06,8.744854256112959e-06,-0.2865458617158745,9.499570949625155e-06,9.556719993729358e-06,-0.2788600225107213,1.0270640779056152e-05,1.0329617237761764e-05,-0.2718147864481769,1.6664854704582356e-06,1.6888678781578645e-06,-0.4431577335089514,1.7176173565560004e-06,1.7397358267510014e-06,-0.4342537054648284,1.7072924064232384e-06,1.7265322892677338e-06,-0.4085086398319202,1.3848786789378673e-06,1.3983639609095763e-06,-0.3880051072401323,1.3631431693723884e-06,1.375207885404274e-06,-0.3713243846954601,1.2560526385798278e-06,1.2663487565046232e-06,-0.3658759903954787,1.350097586981635e-06,1.3607639112347529e-06,-0.3558488345754491,1.5062569355542836e-06,1.5178770436668184e-06,-0.3457316371570608,2.753853399134035e-07,2.801000660883856e-07,-0.5367088130057412,2.948635159070847e-07,2.997163800692691e-07,-0.5183317904382568,2.8811379789062445e-07,2.921802424237888e-07,-0.5000842280469696,2.137266137123781e-07,2.1614730080877733e-07,-0.482174875513211,1.966948786500748e-07,1.9879510676573037e-07,-0.4638809149937024,1.828593430671193e-07,1.847404287484312e-07,-0.4529737022924877,2.0842116883443485e-07,2.103711148212961e-07,-0.4387351540130917,2.299866663161636e-07,2.3213287264371626e-07,-0.4273629646413531,4.571556728759839e-08,4.6559699843890906e-08,-0.6521002713388647,5.1304047810432295e-08,5.225388038999073e-08,-0.6332538598982305,4.5367888925359775e-08,4.612535869631044e-08,-0.6049899245360395,3.653069405151968e-08,3.705877810211834e-08,-0.5567891155456498,3.362142314761051e-08,3.405602259465491e-08,-0.539531852833855,2.7252794727708706e-08,2.757979385394385e-08,-0.5478072049146191,3.6678107606692295e-08,3.706203276808423e-08,-0.511472126641173,3.9120003098480914e-08,3.9555195893839067e-08,-0.5012572279041758
1.4437805023585747e-05,1.4606305944270146e-05,-0.3603007609941308,1.4888407266600802e-05,1.5053872558500755e-05,-0.3511918381192765,1.425143556375785e-05,1.4393856604367136e-05,-0.3354805578115985,1.2259106603385184e-05,1.2363943175022584e-05,-0.3169580135325973,1.1675451652456872e-05,1.1766699723768865e-05,-0.3062151021149225,1.2350431326591894e-05,1.243935739640124e-05,-0.2947603120331482,1.247969650995997e-05,1.2566017021203054e-05,-0.2907043674058067,1.3412232145301066e-05,1.350216413151278e-05,-0.2842899320894343,2.438725232815194e-06,2.475831341733001e-06,-0.4600922605024519,2.4927996404608173e-06,2.5292224342858606e-06,-0.4496197169188489,2.274165616549651e-06,2.3038612573077195e-06,-0.4327025219510572,1.9587375987909253e-06,1.980646677517217e-06,-0.4049105610637961,1.802648039913485e-06,1.8215328056479871e-06,-0.389295590857235,1.9133238957219253e-06,1.931381608649546e-06,-0.3770893649796796,1.9079191587249478e-06,1.925320403658484e-06,-0.3737934329559594,2.0452904894504257e-06,2.0634425529643176e-06,-0.3656885451317169,4.418803435843655e-07,4.50245314592194e-07,-0.5617125688560434,4.4853313640418665e-07,4.569838109975954e-07,-0.5455750375587054,4.075994927772013e-07,4.143785861463146e-07,-0.5252621759257068,3.264582313387473e-07,3.309214220917252e-07,-0.4972892564785615,2.979309815264519e-07,3.01661834574279e-07,-0.48301490153135,3.1482276367442545e-07,3.184218145477493e-07,-0.4680637042263437,3.2158226948308504e-07,3.250971794023625e-07,-0.4554820175662277,3.406015026776907e-07,3.443298710669519e-07,-0.4489363373973477,8.27918742684101e-08,8.461355646485112e-08,-0.6746827887810829,8.15530402384046e-08,8.34022019016451e-08,-0.6641911796795416,7.682344245281967e-08,7.834216234050933e-08,-0.6199460243957975,5.66359606985196e-08,5.765322468702325e-08,-0.5801152900812656,5.72039852827746e-08,5.80845385672029e-08,-0.5513139475403058,5.625982529965081e-08,5.711414874711552e-08,-0.538169207746424,5.7790212086140046e-08,5.854510475565573e-08,-0.5368192335187022,6.165900767069724e-08,6.244087150593469e-08,-0.5329344899030346
